topic_id,cv_score,size,top_words,word_weights
102,0.6771018212365891,302,"hillsborough, inquiry, inquest, families, inquests, orgreave, legal, truth, victims, justice","0.018, 0.013, 0.011, 0.011, 0.009, 0.008, 0.007, 0.006, 0.006, 0.006"
103,0.4503657098173638,294,"arts, culture, city, theatre, swansea, bid, cultural, hull, stoke, coventry","0.026, 0.024, 0.021, 0.012, 0.012, 0.011, 0.010, 0.008, 0.007, 0.007"
104,0.32182978911918436,288,"give, way, gentleman, lady, hon, friend, happily, my, right, will","0.077, 0.058, 0.026, 0.022, 0.018, 0.015, 0.010, 0.009, 0.008, 0.007"
105,0.7809723296818697,287,"veterans, covenant, armed, forces, personnel, mental, service, military, charities, veteran","0.037, 0.016, 0.014, 0.012, 0.009, 0.007, 0.006, 0.005, 0.005, 0.004"
106,0.8710401681441177,286,"tidal, lagoon, swansea, lagoons, bay, project, energy, hendry, wales, power","0.049, 0.040, 0.025, 0.020, 0.017, 0.014, 0.013, 0.010, 0.008, 0.007"
107,0.40997353045184876,284,"bills, private, resolution, resolutions, bill, members, money, fridays, reading, session","0.029, 0.018, 0.012, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007, 0.006"
108,0.34428561516029765,282,"friend, makes, point, agree, my, hon, absolutely, thank, intervention, completely","0.032, 0.027, 0.022, 0.019, 0.018, 0.018, 0.013, 0.013, 0.012, 0.011"
109,0.613883566847022,282,"travellers, traveller, encampments, gypsy, unauthorised, sites, gypsies, illegal, settled, community","0.026, 0.026, 0.020, 0.014, 0.013, 0.012, 0.011, 0.008, 0.006, 0.006"
110,0.632550620958747,278,"detention, detained, yarl, torture, immigration, shaw, wood, detainees, vulnerable, asylum","0.049, 0.016, 0.015, 0.014, 0.013, 0.012, 0.011, 0.010, 0.007, 0.007"
111,0.8014560289520434,269,"rbs, bank, banks, grg, banking, lloyds, fca, hbos, financial, businesses","0.016, 0.013, 0.012, 0.011, 0.011, 0.010, 0.010, 0.006, 0.006, 0.006"
112,0.4659982145695284,265,"financial, services, passporting, clearing, london, equivalence, sector, eu, regulatory, merger","0.020, 0.010, 0.009, 0.009, 0.008, 0.007, 0.006, 0.005, 0.005, 0.005"
113,0.40733976880431355,263,"departmental, responsibilities, statement, make, his, if, he, will, on, uno","0.385, 0.296, 0.165, 0.064, 0.061, 0.049, 0.037, 0.016, 0.013, 0.004"
114,0.8024796949465174,261,"offenders, foreign, deportation, deported, deport, nationals, criminals, prisoner, prisons, prisoners","0.019, 0.017, 0.015, 0.010, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008"
115,0.6215539141602263,260,"article, 50, trigger, revoke, triggering, triggered, revoking, invoking, european, revoked","0.044, 0.034, 0.011, 0.009, 0.009, 0.006, 0.006, 0.005, 0.005, 0.005"
116,0.8631043118540592,259,"fireworks, firework, displays, animals, bonfire, noise, pets, night, sale, display","0.068, 0.014, 0.012, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006"
117,0.656815926141943,257,"abortion, abortions, ireland, women, northern, woman, pregnancy, rights, 1861, pills","0.045, 0.013, 0.012, 0.012, 0.011, 0.006, 0.005, 0.005, 0.004, 0.004"
118,0.8056625064161429,256,"oil, gas, industry, sea, aberdeen, north, decommissioning, barrels, exploration, oga","0.044, 0.032, 0.015, 0.011, 0.010, 0.007, 0.006, 0.006, 0.006, 0.005"
119,0.5464429813149825,250,"carillion, contracts, company, collapse, capita, suppliers, outsourcing, receiver, public, profit","0.049, 0.018, 0.010, 0.010, 0.009, 0.008, 0.007, 0.007, 0.006, 0.006"
120,0.5522418484390724,248,"data, protection, gdpr, adequacy, digital, privacy, personal, commissioner, information, bill","0.039, 0.016, 0.012, 0.011, 0.007, 0.005, 0.005, 0.004, 0.004, 0.004"
121,0.24780845637101576,246,"give, gentleman, way, right, hon, will, soul, intervening, resist, goodness","0.138, 0.113, 0.099, 0.060, 0.030, 0.021, 0.003, 0.003, 0.003, 0.003"
122,0.8616389283219394,245,"leasehold, leaseholders, freehold, lease, commonhold, ground, developers, leases, property, properties","0.032, 0.018, 0.015, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.006"
123,0.865531979524952,243,"claims, whiplash, injury, insurance, injuries, compensation, premiums, fraudulent, damages, limit","0.033, 0.027, 0.018, 0.013, 0.012, 0.010, 0.009, 0.008, 0.008, 0.008"
124,0.5558958032665342,241,"aid, dfid, development, international, spent, poverty, spending, money, countries, oda","0.025, 0.014, 0.013, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005"
125,0.4505067864185023,239,"lords, peers, hereditary, reform, chamber, house, elected, unelected, lord, size","0.038, 0.019, 0.014, 0.009, 0.008, 0.008, 0.008, 0.006, 0.006, 0.006"
126,0.6271791583088774,235,"workers, rights, employment, unions, trade, union, protections, directive, legislation, workplace","0.022, 0.019, 0.009, 0.009, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004"
127,0.8561461307284877,234,"smart, meters, meter, energy, consumers, roll, smets, installed, suppliers, dcc","0.055, 0.054, 0.031, 0.016, 0.014, 0.013, 0.013, 0.010, 0.009, 0.009"
128,0.8910694436157721,232,"whirlpool, electrical, product, tumble, safety, goods, counterfeit, faulty, dryers, recall","0.026, 0.026, 0.019, 0.015, 0.014, 0.014, 0.013, 0.012, 0.011, 0.010"
129,0.8833116960376204,228,"baby, stillbirth, bereavement, neonatal, loss, stillbirths, babies, parents, miscarriage, maternity","0.019, 0.018, 0.015, 0.013, 0.012, 0.012, 0.011, 0.008, 0.007, 0.006"
130,0.7219941426119125,225,"victims, victim, justice, criminal, witnesses, sexual, code, rape, crime, trial","0.040, 0.013, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.004"
131,0.5668626794151304,224,"gender, gap, pay, women, men, reporting, employers, companies, ftse, data","0.038, 0.032, 0.019, 0.017, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006"
132,0.321942236155795,221,"ask, statement, secretary, make, state, commonwealth, affairs, if, foreign, home","0.059, 0.055, 0.021, 0.021, 0.018, 0.014, 0.014, 0.012, 0.011, 0.009"
133,0.7217919912369456,218,"deaf, hearing, bsl, language, deafness, sign, loss, children, aids, gcse","0.036, 0.024, 0.016, 0.013, 0.010, 0.010, 0.009, 0.008, 0.007, 0.006"
134,0.6051899618193717,216,"warrant, arrest, europol, european, extradition, operation, justice, co, eaw, criminal","0.029, 0.028, 0.016, 0.012, 0.009, 0.007, 0.007, 0.007, 0.006, 0.006"
135,0.6998671593289372,215,"euratom, nuclear, safeguards, isotopes, onr, safeguarding, radioisotopes, membership, iaea, industry","0.046, 0.036, 0.012, 0.009, 0.008, 0.008, 0.006, 0.006, 0.006, 0.005"
136,0.5297097355141128,214,"charter, rights, law, fundamental, human, court, eu, protection, principles, learned","0.045, 0.024, 0.013, 0.011, 0.008, 0.005, 0.005, 0.004, 0.004, 0.004"
137,0.25894347187876887,212,"assent, indicated, consented, forthwith, nod, question, accepted, proposed, agreed, receive","2.045, 1.509, 0.016, 0.015, 0.014, 0.009, 0.007, 0.005, 0.005, 0.005"
138,0.22613721122768365,212,"gentleman, give, way, hon, resist, intervention, sit, again, intervene, please","0.045, 0.028, 0.023, 0.012, 0.011, 0.010, 0.009, 0.007, 0.007, 0.006"
139,0.8462783375725793,209,"nuclear, deterrent, trident, weapons, submarines, deterrence, defence, threats, disarmament, renewal","0.036, 0.025, 0.022, 0.020, 0.008, 0.006, 0.006, 0.005, 0.005, 0.005"
